maintenance_id,repair_request_date,equipment_name,equipment_id,install_date,fault_type,fault_severity,fault_description,repair_status,repair_cost
M00750,2027-03-21,cisco_router,EQUIP70749,2027-02-16,dust cleaning,Низкая,Обнаружена dust cleaning после 20 дней эксплуатации,Новая,5000
M00751,2027-03-23,ip_phone,EQUIP66895,2027-03-10,hardware diagnostics,Низкая,Обнаружена hardware diagnostics после 26 дней эксплуатации,Решена,5000
M00752,2027-03-25,pc,EQUIP91949,2027-01-23,error log analysis,Средняя,Обнаружена error log analysis после 16 дней эксплуатации,Новая,0
M00753,2027-03-26,cisco_switch,EQUIP47237,2027-01-31,software update,Высокая,Обнаружена software update после 17 дней эксплуатации,Новая,1000
M00754,2027-03-27,nas,EQUIP84727,2027-02-07,port testing,Высокая,Обнаружена port testing после 7 дней эксплуатации,Новая,0
M00755,2027-03-28,ip_phone,EQUIP62192,2027-02-17,hardware diagnostics,Низкая,Обнаружена hardware diagnostics после 8 дней эксплуатации,Решена,1000
M00756,2027-03-28,nas,EQUIP53122,2027-03-09,software update,Высокая,Обнаружена software update после 15 дней эксплуатации,В обработке,10000
M00757,2027-03-30,ip_phone,EQUIP64404,2027-02-20,software update,Высокая,Обнаружена software update после 22 дней эксплуатации,Новая,0
M00758,2027-04-01,cisco_switch,EQUIP60310,2027-03-01,software update,Низкая,Обнаружена software update после 3 дней эксплуатации,В обработке,0
M00759,2027-04-02,scaner,EQUIP65140,2027-01-19,hardware diagnostics,Низкая,Обнаружена hardware diagnostics после 4 дней эксплуатации,Отклонена,5000
M00760,2027-04-04,cisco_switch,EQUIP50238,2027-02-08,port testing,Низкая,Обнаружена port testing после 11 дней эксплуатации,Отклонена,5000
M00761,2027-04-05,nas,EQUIP95047,2027-03-26,dust cleaning,Высокая,Обнаружена dust cleaning после 1 дней эксплуатации,Решена,2000
M00762,2027-04-05,scaner,EQUIP12757,2027-02-02,error log analysis,Высокая,Обнаружена error log analysis после 8 дней эксплуатации,Новая,1000
M00763,2027-04-07,pc,EQUIP35721,2027-02-08,port testing,Низкая,Обнаружена port testing после 2 дней эксплуатации,Новая,2000
M00764,2027-04-07,pc,EQUIP14623,2027-02-04,software update,Низкая,Обнаружена software update после 20 дней эксплуатации,В обработке,2000
M00765,2027-04-08,cisco_router,EQUIP95812,2027-01-20,port testing,Высокая,Обнаружена port testing после 1 дней эксплуатации,Новая,10000
M00766,2027-04-08,printer,EQUIP40914,2027-03-15,hardware diagnostics,Низкая,Обнаружена hardware diagnostics после 16 дней эксплуатации,Отклонена,10000
M00767,2027-04-08,cisco_switch,EQUIP59092,2027-03-23,software update,Высокая,Обнаружена software update после 3 дней эксплуатации,Решена,2000
M00768,2027-04-10,ip_phone,EQUIP52141,2027-02-09,error log analysis,Высокая,Обнаружена error log analysis после 8 дней эксплуатации,Решена,10000
M00769,2027-04-12,cisco_router,EQUIP49219,2027-02-03,error log analysis,Высокая,Обнаружена error log analysis после 10 дней эксплуатации,Новая,5000
M00770,2027-04-13,cisco_router,EQUIP74724,2027-02-03,dust cleaning,Низкая,Обнаружена dust cleaning после 23 дней эксплуатации,В обработке,2000
M00771,2027-04-15,ip_phone,EQUIP89263,2027-04-11,dust cleaning,Низкая,Обнаружена dust cleaning после 3 дней эксплуатации,Решена,10000
M00772,2027-04-16,scaner,EQUIP15554,2027-03-15,dust cleaning,Средняя,Обнаружена dust cleaning после 13 дней эксплуатации,В обработке,10000
M00773,2027-04-17,cisco_router,EQUIP83151,2027-03-06,hardware diagnostics,Высокая,Обнаружена hardware diagnostics после 29 дней эксплуатации,В обработке,10000
M00774,2027-04-19,printer,EQUIP59430,2027-01-26,error log analysis,Низкая,Обнаружена error log analysis после 15 дней эксплуатации,Отклонена,5000
M00775,2027-04-21,pc,EQUIP90533,2027-04-19,error log analysis,Низкая,Обнаружена error log analysis после 23 дней эксплуатации,Отклонена,5000
M00776,2027-04-23,pc,EQUIP42847,2027-04-20,port testing,Высокая,Обнаружена port testing после 18 дней эксплуатации,Решена,10000
M00777,2027-04-24,cisco_router,EQUIP70033,2027-04-08,port testing,Высокая,Обнаружена port testing после 23 дней эксплуатации,Новая,5000
M00778,2027-04-26,pc,EQUIP17637,2027-03-24,thermalpaste replace,Низкая,Обнаружена thermalpaste replace после 21 дней эксплуатации,Отклонена,10000
M00779,2027-04-27,scaner,EQUIP60347,2027-03-22,hardware diagnostics,Средняя,Обнаружена hardware diagnostics после 12 дней эксплуатации,Отклонена,5000
M00780,2027-04-28,cisco_switch,EQUIP52435,2027-02-02,thermalpaste replace,Средняя,Обнаружена thermalpaste replace после 12 дней эксплуатации,Решена,0
M00781,2027-04-29,pc,EQUIP74977,2027-04-21,hardware diagnostics,Высокая,Обнаружена hardware diagnostics после 8 дней эксплуатации,Решена,5000
M00782,2027-05-01,scaner,EQUIP88532,2027-02-24,hardware diagnostics,Низкая,Обнаружена hardware diagnostics после 27 дней эксплуатации,Отклонена,10000
M00783,2027-05-01,cisco_router,EQUIP31354,2027-03-27,thermalpaste replace,Средняя,Обнаружена thermalpaste replace после 15 дней эксплуатации,Решена,10000
M00784,2027-05-01,ip_phone,EQUIP49233,2027-01-31,dust cleaning,Высокая,Обнаружена dust cleaning после 14 дней эксплуатации,Новая,2000
M00785,2027-05-03,printer,EQUIP36339,2027-04-15,error log analysis,Высокая,Обнаружена error log analysis после 10 дней эксплуатации,Новая,1000
M00786,2027-05-03,scaner,EQUIP84280,2027-04-02,thermalpaste replace,Средняя,Обнаружена thermalpaste replace после 10 дней эксплуатации,В обработке,0
M00787,2027-05-03,pc,EQUIP16961,2027-02-22,thermalpaste replace,Высокая,Обнаружена thermalpaste replace после 12 дней эксплуатации,Новая,2000
M00788,2027-05-04,cisco_router,EQUIP25328,2027-05-01,thermalpaste replace,Низкая,Обнаружена thermalpaste replace после 19 дней эксплуатации,Решена,2000
M00789,2027-05-04,printer,EQUIP39386,2027-04-05,software update,Средняя,Обнаружена software update после 7 дней эксплуатации,Новая,5000
M00790,2027-05-05,ip_phone,EQUIP60025,2027-03-20,port testing,Средняя,Обнаружена port testing после 22 дней эксплуатации,Решена,1000
M00791,2027-05-05,scaner,EQUIP91939,2027-04-04,hardware diagnostics,Средняя,Обнаружена hardware diagnostics после 28 дней эксплуатации,Новая,0
M00792,2027-05-06,cisco_router,EQUIP72746,2027-03-19,software update,Низкая,Обнаружена software update после 8 дней эксплуатации,Новая,5000
M00793,2027-05-06,pc,EQUIP28853,2027-04-27,error log analysis,Средняя,Обнаружена error log analysis после 1 дней эксплуатации,Решена,2000
M00794,2027-05-06,ip_phone,EQUIP49254,2027-04-05,dust cleaning,Высокая,Обнаружена dust cleaning после 3 дней эксплуатации,В обработке,10000
M00795,2027-05-08,printer,EQUIP31224,2027-03-30,hardware diagnostics,Низкая,Обнаружена hardware diagnostics после 6 дней эксплуатации,В обработке,2000
M00796,2027-05-10,pc,EQUIP40544,2027-04-01,software update,Высокая,Обнаружена software update после 6 дней эксплуатации,Новая,0
M00797,2027-05-12,printer,EQUIP26243,2027-02-17,error log analysis,Низкая,Обнаружена error log analysis после 14 дней эксплуатации,Решена,1000
M00798,2027-05-12,ip_phone,EQUIP18049,2027-05-09,dust cleaning,Низкая,Обнаружена dust cleaning после 15 дней эксплуатации,В обработке,1000
M00799,2027-05-14,pc,EQUIP45955,2027-02-15,thermalpaste replace,Средняя,Обнаружена thermalpaste replace после 8 дней эксплуатации,В обработке,1000
M00800,2027-05-15,scaner,EQUIP64940,2027-03-05,port testing,Низкая,Обнаружена port testing после 16 дней эксплуатации,В обработке,1000
M00801,2027-05-16,nas,EQUIP42523,2027-04-21,dust cleaning,Средняя,Обнаружена dust cleaning после 9 дней эксплуатации,Отклонена,5000
M00802,2027-05-18,pc,EQUIP24482,2027-05-15,hardware diagnostics,Средняя,Обнаружена hardware diagnostics после 21 дней эксплуатации,В обработке,5000
M00803,2027-05-18,scaner,EQUIP72116,2027-03-06,hardware diagnostics,Высокая,Обнаружена hardware diagnostics после 11 дней эксплуатации,Новая,0
M00804,2027-05-18,pc,EQUIP23378,2027-02-27,software update,Низкая,Обнаружена software update после 14 дней эксплуатации,Новая,5000
M00805,2027-05-18,cisco_router,EQUIP52376,2027-03-10,software update,Низкая,Обнаружена software update после 23 дней эксплуатации,Отклонена,2000
M00806,2027-05-19,nas,EQUIP76501,2027-03-14,thermalpaste replace,Низкая,Обнаружена thermalpaste replace после 26 дней эксплуатации,Отклонена,1000
M00807,2027-05-20,nas,EQUIP20312,2027-04-11,software update,Низкая,Обнаружена software update после 28 дней эксплуатации,Новая,1000
M00808,2027-05-20,scaner,EQUIP57155,2027-03-18,dust cleaning,Низкая,Обнаружена dust cleaning после 6 дней эксплуатации,Отклонена,0
M00809,2027-05-21,printer,EQUIP64754,2027-05-20,hardware diagnostics,Высокая,Обнаружена hardware diagnostics после 27 дней эксплуатации,В обработке,1000
M00810,2027-05-22,pc,EQUIP70714,2027-04-28,port testing,Средняя,Обнаружена port testing после 11 дней эксплуатации,Отклонена,5000
M00811,2027-05-23,printer,EQUIP47460,2027-04-09,software update,Высокая,Обнаружена software update после 20 дней эксплуатации,Отклонена,5000
M00812,2027-05-24,cisco_switch,EQUIP98715,2027-03-24,dust cleaning,Низкая,Обнаружена dust cleaning после 18 дней эксплуатации,В обработке,1000
M00813,2027-05-25,nas,EQUIP96837,2027-05-08,error log analysis,Средняя,Обнаружена error log analysis после 10 дней эксплуатации,В обработке,0
M00814,2027-05-27,cisco_switch,EQUIP87232,2027-05-26,thermalpaste replace,Низкая,Обнаружена thermalpaste replace после 3 дней эксплуатации,Отклонена,0
M00815,2027-05-29,ip_phone,EQUIP31645,2027-04-23,dust cleaning,Средняя,Обнаружена dust cleaning после 21 дней эксплуатации,Решена,1000
M00816,2027-05-29,scaner,EQUIP12767,2027-05-23,thermalpaste replace,Высокая,Обнаружена thermalpaste replace после 2 дней эксплуатации,Отклонена,0
M00817,2027-05-29,scaner,EQUIP85875,2027-04-13,dust cleaning,Низкая,Обнаружена dust cleaning после 28 дней эксплуатации,В обработке,1000
M00818,2027-05-30,printer,EQUIP45438,2027-05-29,software update,Высокая,Обнаружена software update после 30 дней эксплуатации,В обработке,1000
M00819,2027-05-31,scaner,EQUIP35691,2027-03-24,error log analysis,Средняя,Обнаружена error log analysis после 12 дней эксплуатации,Решена,5000
M00820,2027-06-01,cisco_switch,EQUIP85945,2027-05-28,dust cleaning,Средняя,Обнаружена dust cleaning после 6 дней эксплуатации,Решена,2000
M00821,2027-06-01,cisco_switch,EQUIP64353,2027-03-05,error log analysis,Высокая,Обнаружена error log analysis после 27 дней эксплуатации,Отклонена,5000
M00822,2027-06-02,cisco_router,EQUIP63852,2027-04-22,software update,Низкая,Обнаружена software update после 4 дней эксплуатации,В обработке,2000
M00823,2027-06-04,cisco_router,EQUIP31697,2027-03-15,port testing,Высокая,Обнаружена port testing после 28 дней эксплуатации,В обработке,2000
M00824,2027-06-04,nas,EQUIP38672,2027-04-08,hardware diagnostics,Средняя,Обнаружена hardware diagnostics после 13 дней эксплуатации,Решена,2000
M00825,2027-06-05,cisco_router,EQUIP89357,2027-05-03,hardware diagnostics,Низкая,Обнаружена hardware diagnostics после 2 дней эксплуатации,Новая,2000
M00826,2027-06-07,scaner,EQUIP45928,2027-04-03,software update,Средняя,Обнаружена software update после 23 дней эксплуатации,Отклонена,5000
M00827,2027-06-09,printer,EQUIP72982,2027-04-20,hardware diagnostics,Средняя,Обнаружена hardware diagnostics после 25 дней эксплуатации,В обработке,1000
M00828,2027-06-09,scaner,EQUIP87846,2027-03-28,port testing,Высокая,Обнаружена port testing после 7 дней эксплуатации,Новая,0
M00829,2027-06-09,scaner,EQUIP79605,2027-05-05,port testing,Низкая,Обнаружена port testing после 9 дней эксплуатации,В обработке,2000
M00830,2027-06-11,nas,EQUIP15275,2027-04-06,hardware diagnostics,Низкая,Обнаружена hardware diagnostics после 29 дней эксплуатации,Отклонена,10000
M00831,2027-06-11,scaner,EQUIP55648,2027-03-17,dust cleaning,Высокая,Обнаружена dust cleaning после 20 дней эксплуатации,Решена,1000
M00832,2027-06-11,nas,EQUIP54330,2027-05-02,hardware diagnostics,Средняя,Обнаружена hardware diagnostics после 23 дней эксплуатации,Новая,0
M00833,2027-06-12,ip_phone,EQUIP62836,2027-05-28,thermalpaste replace,Низкая,Обнаружена thermalpaste replace после 13 дней эксплуатации,Новая,1000
M00834,2027-06-13,scaner,EQUIP81256,2027-03-20,software update,Низкая,Обнаружена software update после 9 дней эксплуатации,Решена,1000
M00835,2027-06-14,cisco_router,EQUIP66093,2027-05-21,software update,Высокая,Обнаружена software update после 13 дней эксплуатации,Новая,5000
M00836,2027-06-16,scaner,EQUIP57957,2027-04-24,hardware diagnostics,Средняя,Обнаружена hardware diagnostics после 11 дней эксплуатации,В обработке,2000
M00837,2027-06-18,ip_phone,EQUIP52068,2027-06-02,software update,Средняя,Обнаружена software update после 27 дней эксплуатации,В обработке,1000
M00838,2027-06-19,cisco_switch,EQUIP74006,2027-05-31,thermalpaste replace,Высокая,Обнаружена thermalpaste replace после 7 дней эксплуатации,Отклонена,2000
M00839,2027-06-19,printer,EQUIP98055,2027-04-03,dust cleaning,Низкая,Обнаружена dust cleaning после 12 дней эксплуатации,В обработке,1000
M00840,2027-06-20,ip_phone,EQUIP42731,2027-06-11,hardware diagnostics,Средняя,Обнаружена hardware diagnostics после 14 дней эксплуатации,Новая,10000
M00841,2027-06-22,nas,EQUIP20650,2027-04-28,thermalpaste replace,Низкая,Обнаружена thermalpaste replace после 28 дней эксплуатации,Отклонена,0
M00842,2027-06-23,scaner,EQUIP14039,2027-06-02,software update,Высокая,Обнаружена software update после 25 дней эксплуатации,Отклонена,5000
M00843,2027-06-24,ip_phone,EQUIP53006,2027-04-21,error log analysis,Средняя,Обнаружена error log analysis после 6 дней эксплуатации,Решена,0
M00844,2027-06-24,nas,EQUIP16679,2027-04-13,thermalpaste replace,Средняя,Обнаружена thermalpaste replace после 2 дней эксплуатации,Новая,10000
M00845,2027-06-26,scaner,EQUIP60569,2027-04-02,hardware diagnostics,Низкая,Обнаружена hardware diagnostics после 8 дней эксплуатации,В обработке,0
M00846,2027-06-26,ip_phone,EQUIP19524,2027-04-08,port testing,Высокая,Обнаружена port testing после 6 дней эксплуатации,Отклонена,10000
M00847,2027-06-28,pc,EQUIP56202,2027-05-24,error log analysis,Низкая,Обнаружена error log analysis после 6 дней эксплуатации,Решена,1000
M00848,2027-06-29,cisco_switch,EQUIP12919,2027-04-19,thermalpaste replace,Низкая,Обнаружена thermalpaste replace после 22 дней эксплуатации,Новая,5000
M00849,2027-06-29,cisco_switch,EQUIP41838,2027-04-12,dust cleaning,Средняя,Обнаружена dust cleaning после 2 дней эксплуатации,Отклонена,5000
M00850,2027-07-01,cisco_router,EQUIP97978,2027-06-22,software update,Средняя,Обнаружена software update после 17 дней эксплуатации,Новая,2000
M00851,2027-07-02,nas,EQUIP58138,2027-04-24,software update,Высокая,Обнаружена software update после 4 дней эксплуатации,Новая,5000
M00852,2027-07-02,pc,EQUIP96277,2027-04-13,thermalpaste replace,Низкая,Обнаружена thermalpaste replace после 29 дней эксплуатации,Решена,10000
M00853,2027-07-04,ip_phone,EQUIP47548,2027-05-28,dust cleaning,Высокая,Обнаружена dust cleaning после 29 дней эксплуатации,Новая,10000
M00854,2027-07-06,ip_phone,EQUIP93292,2027-04-25,error log analysis,Высокая,Обнаружена error log analysis после 15 дней эксплуатации,В обработке,2000
M00855,2027-07-06,pc,EQUIP79959,2027-04-20,dust cleaning,Средняя,Обнаружена dust cleaning после 23 дней эксплуатации,В обработке,1000
M00856,2027-07-06,cisco_switch,EQUIP26844,2027-06-19,dust cleaning,Низкая,Обнаружена dust cleaning после 16 дней эксплуатации,Решена,1000
M00857,2027-07-07,cisco_switch,EQUIP90321,2027-05-23,hardware diagnostics,Низкая,Обнаружена hardware diagnostics после 13 дней эксплуатации,Отклонена,2000
M00858,2027-07-08,pc,EQUIP40944,2027-05-11,port testing,Средняя,Обнаружена port testing после 5 дней эксплуатации,Новая,10000
M00859,2027-07-09,nas,EQUIP64908,2027-04-22,hardware diagnostics,Низкая,Обнаружена hardware diagnostics после 8 дней эксплуатации,В обработке,2000
M00860,2027-07-09,printer,EQUIP27650,2027-07-08,dust cleaning,Низкая,Обнаружена dust cleaning после 11 дней эксплуатации,Отклонена,2000
M00861,2027-07-11,nas,EQUIP43952,2027-06-04,thermalpaste replace,Средняя,Обнаружена thermalpaste replace после 4 дней эксплуатации,Отклонена,10000
M00862,2027-07-13,printer,EQUIP30479,2027-05-30,hardware diagnostics,Средняя,Обнаружена hardware diagnostics после 27 дней эксплуатации,Новая,2000
M00863,2027-07-15,cisco_router,EQUIP21980,2027-04-28,software update,Низкая,Обнаружена software update после 17 дней эксплуатации,Отклонена,1000
M00864,2027-07-15,cisco_router,EQUIP12291,2027-06-08,thermalpaste replace,Средняя,Обнаружена thermalpaste replace после 9 дней эксплуатации,В обработке,0
M00865,2027-07-15,scaner,EQUIP36103,2027-06-02,port testing,Средняя,Обнаружена port testing после 29 дней эксплуатации,Решена,0
M00866,2027-07-16,ip_phone,EQUIP29520,2027-06-29,dust cleaning,Высокая,Обнаружена dust cleaning после 7 дней эксплуатации,Отклонена,2000
M00867,2027-07-16,nas,EQUIP33375,2027-05-09,port testing,Низкая,Обнаружена port testing после 25 дней эксплуатации,В обработке,5000
M00868,2027-07-16,scaner,EQUIP77858,2027-06-22,dust cleaning,Низкая,Обнаружена dust cleaning после 11 дней эксплуатации,В обработке,2000
M00869,2027-07-18,pc,EQUIP78527,2027-04-21,thermalpaste replace,Средняя,Обнаружена thermalpaste replace после 21 дней эксплуатации,Решена,10000
M00870,2027-07-18,cisco_router,EQUIP23139,2027-05-13,error log analysis,Высокая,Обнаружена error log analysis после 10 дней эксплуатации,Решена,10000
M00871,2027-07-19,ip_phone,EQUIP36478,2027-04-25,software update,Низкая,Обнаружена software update после 19 дней эксплуатации,Новая,1000
M00872,2027-07-21,scaner,EQUIP44003,2027-05-07,thermalpaste replace,Низкая,Обнаружена thermalpaste replace после 7 дней эксплуатации,В обработке,2000
M00873,2027-07-22,pc,EQUIP16324,2027-06-04,hardware diagnostics,Средняя,Обнаружена hardware diagnostics после 5 дней эксплуатации,В обработке,0
M00874,2027-07-22,printer,EQUIP41943,2027-07-10,port testing,Высокая,Обнаружена port testing после 22 дней эксплуатации,В обработке,10000
M00875,2027-07-24,scaner,EQUIP88335,2027-05-23,software update,Низкая,Обнаружена software update после 23 дней эксплуатации,Решена,1000
M00876,2027-07-24,cisco_switch,EQUIP64046,2027-06-08,software update,Средняя,Обнаружена software update после 18 дней эксплуатации,Отклонена,10000
M00877,2027-07-26,cisco_switch,EQUIP39151,2027-07-10,hardware diagnostics,Низкая,Обнаружена hardware diagnostics после 1 дней эксплуатации,В обработке,10000
M00878,2027-07-26,nas,EQUIP45925,2027-05-05,dust cleaning,Средняя,Обнаружена dust cleaning после 29 дней эксплуатации,Новая,5000
M00879,2027-07-26,ip_phone,EQUIP75261,2027-06-30,port testing,Высокая,Обнаружена port testing после 1 дней эксплуатации,Новая,5000
M00880,2027-07-28,scaner,EQUIP27785,2027-07-05,software update,Высокая,Обнаружена software update после 20 дней эксплуатации,В обработке,2000
M00881,2027-07-30,cisco_router,EQUIP71134,2027-06-20,thermalpaste replace,Низкая,Обнаружена thermalpaste replace после 10 дней эксплуатации,В обработке,0
M00882,2027-07-31,cisco_router,EQUIP60377,2027-06-07,port testing,Низкая,Обнаружена port testing после 2 дней эксплуатации,Отклонена,5000
M00883,2027-07-31,nas,EQUIP87215,2027-06-03,hardware diagnostics,Низкая,Обнаружена hardware diagnostics после 8 дней эксплуатации,Новая,10000
M00884,2027-08-01,cisco_router,EQUIP81522,2027-07-14,hardware diagnostics,Высокая,Обнаружена hardware diagnostics после 11 дней эксплуатации,Решена,2000
M00885,2027-08-01,pc,EQUIP92968,2027-06-24,error log analysis,Низкая,Обнаружена error log analysis после 6 дней эксплуатации,В обработке,0
M00886,2027-08-02,pc,EQUIP25841,2027-05-16,port testing,Высокая,Обнаружена port testing после 29 дней эксплуатации,В обработке,2000
M00887,2027-08-03,scaner,EQUIP65283,2027-07-13,error log analysis,Высокая,Обнаружена error log analysis после 12 дней эксплуатации,Отклонена,10000
M00888,2027-08-03,cisco_switch,EQUIP91793,2027-07-04,thermalpaste replace,Низкая,Обнаружена thermalpaste replace после 7 дней эксплуатации,В обработке,10000
M00889,2027-08-04,printer,EQUIP47792,2027-07-24,software update,Средняя,Обнаружена software update после 16 дней эксплуатации,Новая,5000
M00890,2027-08-05,scaner,EQUIP87831,2027-06-29,hardware diagnostics,Средняя,Обнаружена hardware diagnostics после 15 дней эксплуатации,Новая,10000
M00891,2027-08-07,cisco_router,EQUIP15588,2027-06-08,dust cleaning,Низкая,Обнаружена dust cleaning после 9 дней эксплуатации,Решена,10000
M00892,2027-08-09,printer,EQUIP11028,2027-07-20,dust cleaning,Средняя,Обнаружена dust cleaning после 8 дней эксплуатации,Новая,0
M00893,2027-08-10,pc,EQUIP15421,2027-05-29,software update,Средняя,Обнаружена software update после 22 дней эксплуатации,Отклонена,0
M00894,2027-08-11,printer,EQUIP80136,2027-08-07,thermalpaste replace,Высокая,Обнаружена thermalpaste replace после 4 дней эксплуатации,Отклонена,5000
M00895,2027-08-13,pc,EQUIP12201,2027-07-09,dust cleaning,Высокая,Обнаружена dust cleaning после 3 дней эксплуатации,Отклонена,10000
M00896,2027-08-15,printer,EQUIP85839,2027-08-13,software update,Высокая,Обнаружена software update после 29 дней эксплуатации,Решена,5000
M00897,2027-08-17,cisco_router,EQUIP60078,2027-06-26,software update,Низкая,Обнаружена software update после 22 дней эксплуатации,Отклонена,1000
M00898,2027-08-19,cisco_switch,EQUIP98089,2027-07-08,dust cleaning,Средняя,Обнаружена dust cleaning после 3 дней эксплуатации,Отклонена,0
M00899,2027-08-19,printer,EQUIP85998,2027-06-02,software update,Высокая,Обнаружена software update после 7 дней эксплуатации,Решена,0
M00900,2027-08-21,pc,EQUIP26024,2027-06-13,dust cleaning,Низкая,Обнаружена dust cleaning после 10 дней эксплуатации,В обработке,1000
M00901,2027-08-21,ip_phone,EQUIP44677,2027-08-13,port testing,Средняя,Обнаружена port testing после 15 дней эксплуатации,Решена,10000
M00902,2027-08-21,nas,EQUIP96004,2027-08-20,dust cleaning,Высокая,Обнаружена dust cleaning после 28 дней эксплуатации,В обработке,5000
M00903,2027-08-21,scaner,EQUIP24392,2027-07-02,thermalpaste replace,Средняя,Обнаружена thermalpaste replace после 30 дней эксплуатации,Отклонена,0
M00904,2027-08-21,cisco_switch,EQUIP72062,2027-06-02,error log analysis,Средняя,Обнаружена error log analysis после 20 дней эксплуатации,В обработке,10000
M00905,2027-08-23,ip_phone,EQUIP85590,2027-06-16,software update,Средняя,Обнаружена software update после 29 дней эксплуатации,Новая,1000
M00906,2027-08-24,ip_phone,EQUIP27115,2027-06-06,dust cleaning,Средняя,Обнаружена dust cleaning после 27 дней эксплуатации,Отклонена,5000
M00907,2027-08-25,nas,EQUIP53249,2027-06-23,error log analysis,Средняя,Обнаружена error log analysis после 17 дней эксплуатации,Решена,10000
M00908,2027-08-27,nas,EQUIP66846,2027-06-26,port testing,Высокая,Обнаружена port testing после 2 дней эксплуатации,Новая,0
M00909,2027-08-27,nas,EQUIP38018,2027-06-09,software update,Высокая,Обнаружена software update после 29 дней эксплуатации,Новая,1000
M00910,2027-08-28,pc,EQUIP56271,2027-07-23,hardware diagnostics,Высокая,Обнаружена hardware diagnostics после 19 дней эксплуатации,Отклонена,10000
M00911,2027-08-28,cisco_switch,EQUIP52563,2027-06-17,software update,Средняя,Обнаружена software update после 10 дней эксплуатации,Отклонена,10000
M00912,2027-08-28,cisco_router,EQUIP17090,2027-08-08,port testing,Высокая,Обнаружена port testing после 9 дней эксплуатации,Решена,5000
M00913,2027-08-29,nas,EQUIP24894,2027-08-24,error log analysis,Низкая,Обнаружена error log analysis после 12 дней эксплуатации,Новая,0
M00914,2027-08-29,cisco_switch,EQUIP49395,2027-08-28,error log analysis,Низкая,Обнаружена error log analysis после 1 дней эксплуатации,Новая,0
M00915,2027-08-29,ip_phone,EQUIP53696,2027-06-05,thermalpaste replace,Высокая,Обнаружена thermalpaste replace после 5 дней эксплуатации,Решена,5000
M00916,2027-08-31,scaner,EQUIP94490,2027-08-07,software update,Средняя,Обнаружена software update после 25 дней эксплуатации,Отклонена,5000
M00917,2027-09-02,scaner,EQUIP95927,2027-08-18,dust cleaning,Высокая,Обнаружена dust cleaning после 20 дней эксплуатации,Решена,10000
M00918,2027-09-04,scaner,EQUIP92038,2027-06-16,error log analysis,Высокая,Обнаружена error log analysis после 4 дней эксплуатации,Отклонена,10000
M00919,2027-09-06,cisco_router,EQUIP31667,2027-06-17,port testing,Низкая,Обнаружена port testing после 6 дней эксплуатации,Новая,10000
M00920,2027-09-07,nas,EQUIP50203,2027-08-13,thermalpaste replace,Низкая,Обнаружена thermalpaste replace после 3 дней эксплуатации,В обработке,5000
M00921,2027-09-09,scaner,EQUIP55849,2027-08-11,hardware diagnostics,Средняя,Обнаружена hardware diagnostics после 5 дней эксплуатации,В обработке,0
M00922,2027-09-11,ip_phone,EQUIP55978,2027-07-19,thermalpaste replace,Низкая,Обнаружена thermalpaste replace после 27 дней эксплуатации,Новая,1000
M00923,2027-09-11,pc,EQUIP70400,2027-07-11,software update,Высокая,Обнаружена software update после 17 дней эксплуатации,Отклонена,1000
M00924,2027-09-12,cisco_router,EQUIP78018,2027-09-04,dust cleaning,Высокая,Обнаружена dust cleaning после 15 дней эксплуатации,Решена,2000
M00925,2027-09-13,ip_phone,EQUIP63328,2027-08-20,software update,Средняя,Обнаружена software update после 5 дней эксплуатации,Новая,1000
M00926,2027-09-14,ip_phone,EQUIP41739,2027-07-15,error log analysis,Средняя,Обнаружена error log analysis после 25 дней эксплуатации,В обработке,0
M00927,2027-09-15,pc,EQUIP33267,2027-09-04,error log analysis,Высокая,Обнаружена error log analysis после 21 дней эксплуатации,Отклонена,1000
M00928,2027-09-15,ip_phone,EQUIP45453,2027-08-25,hardware diagnostics,Низкая,Обнаружена hardware diagnostics после 27 дней эксплуатации,Отклонена,5000
M00929,2027-09-16,scaner,EQUIP20895,2027-07-02,hardware diagnostics,Низкая,Обнаружена hardware diagnostics после 3 дней эксплуатации,В обработке,5000
M00930,2027-09-17,nas,EQUIP44902,2027-07-10,dust cleaning,Низкая,Обнаружена dust cleaning после 5 дней эксплуатации,Новая,2000
M00931,2027-09-17,cisco_router,EQUIP62658,2027-08-07,port testing,Высокая,Обнаружена port testing после 6 дней эксплуатации,Решена,1000
M00932,2027-09-17,ip_phone,EQUIP48160,2027-07-23,software update,Низкая,Обнаружена software update после 24 дней эксплуатации,Отклонена,5000
M00933,2027-09-19,cisco_router,EQUIP50300,2027-06-24,error log analysis,Низкая,Обнаружена error log analysis после 19 дней эксплуатации,Новая,0
M00934,2027-09-20,printer,EQUIP17991,2027-08-10,thermalpaste replace,Низкая,Обнаружена thermalpaste replace после 17 дней эксплуатации,Решена,1000
M00935,2027-09-20,nas,EQUIP98048,2027-09-13,hardware diagnostics,Низкая,Обнаружена hardware diagnostics после 13 дней эксплуатации,Новая,2000
M00936,2027-09-20,scaner,EQUIP16311,2027-08-29,thermalpaste replace,Средняя,Обнаружена thermalpaste replace после 8 дней эксплуатации,В обработке,5000
M00937,2027-09-22,scaner,EQUIP15653,2027-09-12,dust cleaning,Средняя,Обнаружена dust cleaning после 6 дней эксплуатации,Решена,2000
M00938,2027-09-22,scaner,EQUIP95728,2027-07-12,port testing,Высокая,Обнаружена port testing после 20 дней эксплуатации,В обработке,1000
